claim_id,claim_date,sale_id,repair_status
CL_4239,26-01-2025,WV-2490,In Progress
CL_4240,25-05-2025,SU-3661,In Progress
CL_4241,14-03-2025,IH-629835,Rejected
CL_4242,21-06-2025,MZ-6586,In Progress
CL_4243,04-11-2024,LN-092941,Completed
CL_4244,07-03-2025,DK-918595,Completed
CL_4245,10-06-2025,ZN-2508,Rejected
CL_4246,28-01-2025,IE-5291,In Progress
CL_4247,17-12-2024,TA-43038,In Progress
CL_4248,07-01-2025,HA-9652,Pending
CL_4249,22-06-2025,GJ-7306,Rejected
CL_4250,06-01-2025,MT-523104,Completed
CL_4251,13-08-2025,LL-766885,Completed
CL_4252,26-09-2024,DN-4254,Pending
CL_4253,27-07-2025,AP-4794,Rejected
CL_4254,10-01-2025,NU-42664,Pending
CL_4255,28-08-2025,HG-2667,In Progress
CL_4256,25-02-2025,MB-414976,Rejected
CL_4257,01-09-2025,PJ-506220,Pending
CL_4258,05-01-2025,YE-29751,Rejected
CL_4259,17-02-2025,TN-498742,In Progress
CL_4260,08-05-2025,AW-18942,Rejected
CL_4261,03-10-2024,EY-26221,Pending
CL_4262,17-10-2024,WR-8634,Completed
CL_4263,31-01-2025,SW-0895,Pending
CL_4264,29-05-2025,YV-932631,Completed
CL_4265,04-10-2024,VN-202634,Pending
CL_4266,20-03-2025,GM-902836,Completed
CL_4267,06-09-2025,AQ-49890,Rejected
CL_4268,03-09-2025,UD-61517,Completed
CL_4269,26-04-2025,YA-9879,Rejected
CL_4270,01-01-2025,CR-434590,Pending
CL_4271,05-06-2025,HN-8487,In Progress
CL_4272,28-12-2024,TK-85599,Pending
CL_4273,26-09-2024,VX-1172,Pending
CL_4274,20-04-2025,AF-5387,Rejected
CL_4275,06-11-2024,XZ-619679,Pending
CL_4276,16-07-2025,OO-557723,In Progress
CL_4277,02-11-2024,GI-9448,In Progress
CL_4278,03-01-2025,ML-51738,Rejected
CL_4279,01-01-2025,EB-814498,Completed
CL_4280,25-01-2025,MY-02098,Rejected
CL_4281,06-02-2025,VA-0519,In Progress
CL_4282,12-01-2025,RF-2192,Pending
CL_4283,20-11-2024,CA-2749,Completed
CL_4284,01-06-2025,GC-0397,Rejected
CL_4285,05-03-2025,MB-99182,Completed
CL_4286,27-06-2025,FY-85869,In Progress
CL_4287,07-11-2024,UB-605962,Pending
CL_4288,24-01-2025,XD-11620,Completed
CL_4289,01-02-2025,WF-270098,Pending
CL_4290,25-11-2024,BW-1155,In Progress
CL_4291,16-03-2025,LA-1061,Completed
CL_4292,28-12-2024,WN-472890,In Progress
CL_4293,13-08-2025,TK-065431,Pending
CL_4294,22-07-2025,TZ-245853,Completed
CL_4295,17-09-2025,PC-0956,Pending
CL_4296,21-01-2025,WL-757185,Rejected
CL_4297,07-10-2024,IO-5809,Completed
CL_4298,07-12-2024,QT-451501,In Progress
CL_4299,21-08-2025,CG-05614,Pending
CL_4300,26-03-2025,OE-330303,Pending
CL_4301,03-01-2025,IM-7391,Completed
CL_4302,10-02-2025,VB-92785,Rejected
CL_4303,26-06-2025,GL-18285,Completed
CL_4304,20-02-2025,XZ-1465,In Progress
CL_4305,30-09-2024,IX-89060,Pending
CL_4306,22-11-2024,JE-71248,In Progress
CL_4307,23-12-2024,GK-4083,Rejected
CL_4308,26-08-2025,AX-5269,In Progress
CL_4309,29-01-2025,BZ-2066,Completed
CL_4310,11-11-2024,KU-400229,Pending
CL_4311,07-12-2024,DD-971478,Rejected
CL_4312,18-12-2024,KT-6762,Rejected
CL_4313,02-11-2024,XH-1358,In Progress
CL_4314,09-07-2025,KA-685445,Completed
CL_4315,06-04-2025,FD-0849,Completed
CL_4316,09-12-2024,WK-2265,Rejected
CL_4317,04-12-2024,MX-15261,Rejected
CL_4318,18-12-2024,BI-418293,In Progress
CL_4319,08-11-2024,UN-3432,In Progress
CL_4320,20-08-2025,OS-2378,Pending
CL_4321,16-10-2024,YD-6746,Rejected
CL_4322,24-01-2025,ZR-9331,Pending
CL_4323,04-11-2024,WL-323367,Completed
CL_4324,14-05-2025,IM-63035,Completed
CL_4325,21-05-2025,NI-72670,Pending
CL_4326,25-12-2024,XR-389579,In Progress
CL_4327,07-09-2025,XL-7674,Completed
CL_4328,17-05-2025,GP-530765,In Progress
CL_4329,05-01-2025,PB-403971,In Progress
CL_4330,31-10-2024,YD-94712,In Progress
CL_4331,03-03-2025,IW-6538,Rejected
CL_4332,09-06-2025,RX-573989,Rejected
CL_4333,01-12-2024,ND-24540,Completed
CL_4334,07-05-2025,BM-25218,In Progress
CL_4335,14-01-2025,VZ-096340,Pending
CL_4336,01-03-2025,VE-8157,Rejected
CL_4337,22-01-2025,ML-47754,In Progress
CL_4338,28-07-2025,DP-3116,Pending
CL_4339,23-04-2025,KT-155664,Rejected
CL_4340,18-09-2024,LT-37129,In Progress
CL_4341,07-12-2024,SJ-9840,Pending
CL_4342,15-08-2025,GY-9875,In Progress
CL_4343,22-01-2025,WI-76790,Pending
CL_4344,30-07-2025,ZG-259330,Rejected
CL_4345,04-09-2025,HP-71322,Completed
CL_4346,25-08-2025,KW-34965,Completed
CL_4347,18-03-2025,KY-965995,In Progress
CL_4348,20-03-2025,RA-7486,In Progress
CL_4349,10-07-2025,YO-573975,Completed
CL_4350,26-02-2025,JB-764136,Rejected
CL_4351,17-02-2025,FW-9196,Pending
CL_4352,25-05-2025,CE-70523,Pending
CL_4353,04-11-2024,HA-571321,In Progress
CL_4354,02-09-2025,HS-42364,In Progress
CL_4355,14-10-2024,BB-1304,In Progress
CL_4356,14-06-2025,BG-7462,Rejected
CL_4357,28-11-2024,FT-6554,In Progress
CL_4358,11-11-2024,GE-02889,Pending
CL_4359,10-12-2024,MC-658747,Pending
CL_4360,20-12-2024,QH-71606,Completed
CL_4361,11-11-2024,CF-94137,Completed
CL_4362,28-11-2024,IM-124395,In Progress
CL_4363,01-11-2024,GW-498350,In Progress
CL_4364,21-05-2025,TD-177032,Rejected
CL_4365,26-11-2024,TD-94033,Pending
CL_4366,01-03-2025,FP-985707,Pending
CL_4367,01-03-2025,PR-7477,Rejected
CL_4368,09-06-2025,QO-193062,Rejected
CL_4369,22-01-2025,SI-27998,Completed
CL_4370,25-11-2024,AS-166118,Completed
CL_4371,25-02-2025,LV-841704,Rejected
CL_4372,25-01-2025,EC-798897,Pending
CL_4373,21-10-2024,WU-862709,Pending
CL_4374,12-04-2025,DB-542888,Completed
CL_4375,29-12-2024,PQ-7354,Pending
CL_4376,06-09-2025,PH-053268,Completed
CL_4377,15-11-2024,IQ-453068,Completed
CL_4378,21-12-2024,ZT-434551,In Progress
CL_4379,24-04-2025,YV-7846,Completed
CL_4380,13-07-2025,NU-9146,Rejected
CL_4381,17-08-2025,HD-42421,Completed
CL_4382,10-07-2025,OK-045961,Completed
CL_4383,14-04-2025,VL-366075,Completed
CL_4384,23-03-2025,XL-854023,Rejected
CL_4385,26-06-2025,CQ-54428,Completed
CL_4386,18-09-2024,HO-8159,Completed
CL_4387,13-02-2025,OP-960623,Completed
CL_4388,24-04-2025,QJ-015592,Completed
CL_4389,11-02-2025,EU-79968,Pending
CL_4390,30-09-2024,EJ-490269,In Progress
CL_4391,15-05-2025,MN-459971,In Progress
CL_4392,20-02-2025,VK-298709,Rejected
CL_4393,05-09-2025,FM-661029,Rejected
CL_4394,03-01-2025,JH-93388,Completed
CL_4395,09-07-2025,KW-725685,Pending
CL_4396,23-06-2025,TB-033496,Pending
CL_4397,21-12-2024,KJ-656003,Completed
CL_4398,30-12-2024,EQ-612121,Rejected
CL_4399,06-08-2025,RB-312335,In Progress
CL_4400,21-03-2025,DM-99949,Completed
CL_4401,13-09-2025,VE-311449,Rejected
CL_4402,11-09-2025,SV-5099,Completed
CL_4403,27-07-2025,CG-366298,Rejected
CL_4404,23-06-2025,WF-1144,Rejected
CL_4405,01-04-2025,DR-40029,Completed
CL_4406,07-06-2025,OL-8259,Completed
CL_4407,11-06-2025,IE-00876,In Progress
CL_4408,10-07-2025,GU-8630,Pending
CL_4409,17-09-2025,UR-407541,Completed
CL_4410,10-10-2024,KF-9378,Rejected
CL_4411,28-02-2025,FX-35258,In Progress
CL_4412,28-12-2024,RK-128003,In Progress
CL_4413,18-04-2025,CP-139379,Rejected
CL_4414,28-07-2025,LQ-75786,Pending
CL_4415,20-12-2024,XU-23379,Completed
CL_4416,29-01-2025,BQ-6093,Rejected
CL_4417,07-04-2025,IT-265686,Pending
CL_4418,19-07-2025,XK-696977,Completed
CL_4419,30-05-2025,BM-121716,In Progress
CL_4420,15-10-2024,ZI-00979,Pending
CL_4421,27-10-2024,HN-1756,Rejected
CL_4422,25-05-2025,HH-9937,In Progress
CL_4423,29-09-2024,PL-41318,Pending
CL_4424,09-06-2025,JG-8678,Completed
CL_4425,12-05-2025,BT-836088,In Progress
CL_4426,31-08-2025,FB-771459,Pending
CL_4427,25-04-2025,UV-406313,In Progress
CL_4428,10-03-2025,CR-760413,Rejected
CL_4429,26-01-2025,LC-443154,In Progress
CL_4430,01-08-2025,FM-533541,In Progress
CL_4431,22-04-2025,RE-800851,Completed
CL_4432,16-02-2025,VU-4926,Rejected
CL_4433,04-05-2025,OC-2517,In Progress
CL_4434,09-05-2025,WL-30550,In Progress
CL_4435,26-12-2024,DW-71923,Pending
CL_4436,08-09-2025,NY-69378,Completed
CL_4437,09-04-2025,VZ-9808,In Progress
CL_4438,08-09-2025,HE-548011,Pending
CL_4439,18-08-2025,ZS-28179,Pending
CL_4440,15-09-2025,KE-25965,Pending
CL_4441,11-06-2025,VF-57269,Completed
CL_4442,15-05-2025,RW-4170,In Progress
CL_4443,04-09-2025,LE-46251,In Progress
CL_4444,04-06-2025,LZ-554334,Rejected
CL_4445,01-04-2025,MX-439567,Completed
CL_4446,10-07-2025,XZ-7240,Completed
CL_4447,06-02-2025,RZ-964024,Rejected
CL_4448,31-03-2025,CZ-6121,In Progress
CL_4449,03-03-2025,HR-4958,In Progress
CL_4450,02-05-2025,LT-0197,Rejected
CL_4451,04-09-2025,KG-322794,Completed
CL_4452,24-10-2024,GS-480925,Pending
CL_4453,01-05-2025,YM-89000,Rejected
CL_4454,23-09-2024,FO-921982,In Progress
CL_4455,07-01-2025,IQ-0291,Rejected
CL_4456,25-07-2025,JR-5893,In Progress
CL_4457,20-03-2025,VR-1756,In Progress
CL_4458,10-04-2025,TF-95602,In Progress
CL_4459,25-10-2024,BV-344379,Pending
CL_4460,19-12-2024,CX-4293,In Progress
CL_4461,09-08-2025,GC-4039,Pending
CL_4462,28-04-2025,WR-764397,In Progress
CL_4463,07-09-2025,NK-3561,Rejected
CL_4464,13-07-2025,ZK-70552,Completed
CL_4465,23-06-2025,QH-847543,Completed
CL_4466,08-01-2025,OQ-4501,Completed
CL_4467,07-04-2025,YS-721962,Completed
CL_4468,27-07-2025,NP-497495,Pending
CL_4469,30-12-2024,YQ-25977,In Progress
CL_4470,21-03-2025,HU-2266,Rejected
CL_4471,21-06-2025,BA-768592,Completed
CL_4472,05-04-2025,QU-57799,Completed
CL_4473,06-04-2025,WH-8154,In Progress
CL_4474,18-09-2024,LD-77687,In Progress
CL_4475,06-08-2025,TO-460930,Pending
CL_4476,15-01-2025,HU-02297,Completed
CL_4477,03-04-2025,WA-2365,In Progress
CL_4478,21-07-2025,IN-84113,Completed
CL_4479,23-01-2025,AS-7873,Rejected
CL_4480,07-01-2025,FF-3522,Pending
CL_4481,22-07-2025,HN-1756,Pending
CL_4482,28-11-2024,MV-858553,In Progress
CL_4483,05-06-2025,BY-111050,Pending
CL_4484,01-06-2025,TU-314712,Completed
CL_4485,06-03-2025,PR-432105,In Progress
CL_4486,12-05-2025,NH-41718,Completed
CL_4487,22-08-2025,FA-736786,In Progress
CL_4488,20-04-2025,NI-33517,Completed
CL_4489,23-03-2025,DV-4324,Pending
CL_4490,16-11-2024,OZ-44433,Rejected
CL_4491,06-09-2025,XY-209455,Pending
CL_4492,25-02-2025,HI-509118,Pending
CL_4493,30-04-2025,AJ-48750,Rejected
CL_4494,25-07-2025,OQ-21811,In Progress
CL_4495,05-07-2025,HA-1075,Rejected
CL_4496,02-02-2025,PV-62325,Rejected
CL_4497,27-04-2025,TP-173359,Rejected
CL_4498,09-03-2025,WY-48173,In Progress
CL_4499,19-07-2025,QV-19271,Completed
CL_4500,16-06-2025,GW-36677,Completed
CL_4501,27-11-2024,US-3430,Rejected
CL_4502,18-12-2024,DN-009012,Completed
CL_4503,21-09-2024,DN-9822,Rejected
CL_4504,05-11-2024,KP-37829,Rejected
CL_4505,04-11-2024,ZL-69869,Completed
CL_4506,04-12-2024,XU-949349,In Progress
CL_4507,23-07-2025,HB-0398,In Progress
CL_4508,16-08-2025,LV-343656,Completed
CL_4509,14-05-2025,JT-6982,Completed
CL_4510,19-05-2025,WM-811583,In Progress
CL_4511,05-08-2025,HG-280328,In Progress
CL_4512,07-04-2025,OE-912327,Completed
CL_4513,16-04-2025,KE-84774,Rejected
CL_4514,17-12-2024,ET-45481,Pending
CL_4515,11-12-2024,PV-2667,Pending
CL_4516,30-06-2025,LJ-67609,Completed
CL_4517,28-04-2025,MC-187436,Completed
CL_4518,04-01-2025,GH-427239,Pending
CL_4519,21-01-2025,UW-47694,In Progress
CL_4520,30-10-2024,MM-224385,Completed
CL_4521,04-12-2024,NE-4014,Pending
CL_4522,25-12-2024,SA-495690,Completed
CL_4523,16-05-2025,YQ-7731,Rejected
CL_4524,20-09-2024,ZQ-063000,Completed
CL_4525,28-02-2025,LC-809388,Rejected
CL_4526,09-07-2025,NZ-2150,Completed
CL_4527,23-02-2025,GQ-17355,Completed
CL_4528,30-11-2024,XR-012805,Rejected
CL_4529,11-12-2024,YN-2808,In Progress
CL_4530,19-11-2024,HE-36381,Rejected
CL_4531,23-08-2025,ZJ-9922,In Progress
CL_4532,15-02-2025,IR-1160,Rejected
CL_4533,12-04-2025,HB-82605,Completed
CL_4534,16-09-2025,WM-1881,In Progress
CL_4535,09-09-2025,PV-8595,Pending
CL_4536,01-01-2025,HQ-250545,Completed
CL_4537,29-05-2025,QV-1432,Rejected
CL_4538,26-01-2025,XM-10821,Rejected
CL_4539,30-08-2025,SN-796392,In Progress
CL_4540,14-09-2025,KK-473357,Rejected
CL_4541,07-02-2025,FS-7624,Rejected
CL_4542,12-12-2024,CS-7752,In Progress
CL_4543,26-05-2025,NR-988385,Pending
CL_4544,12-09-2025,TP-376791,Rejected
CL_4545,28-07-2025,WF-72769,Pending
CL_4546,11-06-2025,VG-88129,Completed
CL_4547,09-04-2025,UH-589940,In Progress
CL_4548,06-03-2025,UY-754321,Pending
CL_4549,09-02-2025,VU-525151,Pending
CL_4550,22-12-2024,ZP-39806,Completed
CL_4551,20-05-2025,VP-1389,Completed
CL_4552,14-10-2024,ES-4730,Completed
CL_4553,26-08-2025,VJ-43246,In Progress
CL_4554,25-08-2025,WD-496963,Rejected
CL_4555,15-05-2025,PO-7328,In Progress
CL_4556,09-12-2024,YI-0887,Pending
CL_4557,22-01-2025,LW-51776,In Progress
CL_4558,08-12-2024,HG-4929,Pending
CL_4559,16-03-2025,TS-1956,Completed
CL_4560,16-11-2024,JC-790147,Pending
CL_4561,11-03-2025,OQ-902430,In Progress
CL_4562,22-06-2025,LA-848792,Pending
CL_4563,26-03-2025,KQ-53296,Completed
CL_4564,20-09-2024,LF-191732,In Progress
CL_4565,25-01-2025,EC-93553,Completed
CL_4566,29-07-2025,NR-5638,Pending
CL_4567,15-04-2025,ZU-7316,Pending
CL_4568,18-02-2025,BO-2153,In Progress
CL_4569,30-04-2025,VX-1342,Pending
CL_4570,06-01-2025,LS-8910,Rejected
CL_4571,30-05-2025,WB-80894,Rejected
CL_4572,21-10-2024,JL-208819,In Progress
CL_4573,13-05-2025,WJ-14798,Pending
CL_4574,26-07-2025,XW-517783,Pending
CL_4575,02-07-2025,JH-3083,Rejected
CL_4576,22-12-2024,VG-38865,In Progress
CL_4577,20-07-2025,KC-32363,Rejected
CL_4578,21-07-2025,HO-593041,In Progress
CL_4579,03-07-2025,TJ-2403,Completed
CL_4580,23-03-2025,IC-4267,Completed
CL_4581,22-05-2025,AI-913760,Completed
CL_4582,22-09-2024,TQ-867391,Pending
CL_4583,25-07-2025,EN-3995,In Progress
CL_4584,30-05-2025,TO-3443,In Progress
CL_4585,16-09-2025,IB-382852,Pending
CL_4586,18-06-2025,BE-250122,Pending
CL_4587,28-10-2024,VX-69802,Pending
CL_4588,05-11-2024,XA-4009,Rejected
CL_4589,14-08-2025,DM-9742,Pending
CL_4590,03-12-2024,SG-35121,Completed
CL_4591,26-03-2025,GR-7863,Rejected
CL_4592,18-11-2024,MV-0845,Pending
CL_4593,17-10-2024,UH-5210,Pending
CL_4594,18-11-2024,PM-47105,Rejected
CL_4595,21-06-2025,BY-105222,Completed
CL_4596,17-03-2025,PP-907308,Pending
CL_4597,19-09-2024,NN-67106,Completed
CL_4598,16-08-2025,SA-629897,Pending
CL_4599,06-08-2025,RP-545562,Pending
CL_4600,10-07-2025,WL-3711,Completed
CL_4601,05-09-2025,VH-0175,Rejected
CL_4602,12-01-2025,TJ-492082,In Progress
CL_4603,17-03-2025,JV-65797,Rejected
CL_4604,30-09-2024,NR-902513,Rejected
CL_4605,12-12-2024,OL-4849,Completed
CL_4606,24-08-2025,NV-2333,In Progress
CL_4607,29-09-2024,TY-8554,Completed
CL_4608,28-10-2024,TC-2827,Rejected
CL_4609,25-07-2025,ZX-7379,Rejected
CL_4610,29-10-2024,BP-208670,Rejected
CL_4611,04-02-2025,GT-576981,In Progress
CL_4612,01-06-2025,SK-620612,Pending
CL_4613,07-07-2025,LP-0567,Completed
CL_4614,26-08-2025,NK-45582,In Progress
CL_4615,19-10-2024,VY-41159,Pending
CL_4616,10-11-2024,CE-774635,Pending
CL_4617,09-03-2025,DF-0694,Pending
CL_4618,01-04-2025,UR-997608,Pending
CL_4619,18-06-2025,QM-4269,Completed
CL_4620,16-12-2024,NY-6196,Rejected
CL_4621,13-08-2025,MH-890595,In Progress
CL_4622,07-11-2024,GJ-88339,Pending
CL_4623,01-01-2025,FF-1317,Rejected
CL_4624,02-04-2025,RH-9648,In Progress
CL_4625,02-12-2024,NH-19665,Rejected
CL_4626,06-09-2025,WU-7869,In Progress
CL_4627,12-06-2025,SL-41566,In Progress
CL_4628,31-08-2025,OT-38358,In Progress
CL_4629,07-09-2025,JR-20878,In Progress
CL_4630,24-09-2024,XB-142094,Rejected
CL_4631,26-11-2024,FK-848340,Rejected
CL_4632,01-03-2025,HE-39315,Completed
CL_4633,09-02-2025,AQ-181968,In Progress
CL_4634,27-08-2025,ZG-2438,Completed
CL_4635,19-10-2024,LC-4056,Completed
CL_4636,31-03-2025,ND-12332,In Progress
CL_4637,07-01-2025,KP-06214,Completed
CL_4638,20-07-2025,SO-45240,Pending
CL_4639,07-11-2024,OJ-93849,Rejected
CL_4640,24-11-2024,KN-47311,Pending
CL_4641,05-05-2025,QO-40883,In Progress
CL_4642,27-11-2024,WM-29542,Rejected
CL_4643,10-01-2025,XG-046063,In Progress
CL_4644,01-12-2024,OW-2614,Completed
CL_4645,14-07-2025,SS-98689,In Progress
CL_4646,17-09-2025,DX-318191,Pending
CL_4647,02-07-2025,NV-0175,In Progress
CL_4648,26-06-2025,AR-6634,Pending
CL_4649,27-12-2024,LG-877335,Completed
CL_4650,11-09-2025,LR-88913,Rejected
CL_4651,06-07-2025,OD-31224,In Progress
CL_4652,21-07-2025,EV-4805,Rejected
CL_4653,01-02-2025,XA-0041,Rejected
CL_4654,28-06-2025,BZ-5101,Completed
CL_4655,28-07-2025,JE-58400,Pending
CL_4656,16-02-2025,NA-0078,In Progress
CL_4657,24-01-2025,WF-0396,Pending
CL_4658,01-12-2024,OI-48628,Rejected
CL_4659,24-01-2025,UX-43423,In Progress
CL_4660,28-11-2024,CS-703394,Rejected
CL_4661,04-06-2025,JA-2271,In Progress
CL_4662,24-10-2024,PA-73807,Rejected
CL_4663,01-06-2025,AT-60718,In Progress
CL_4664,13-06-2025,KD-41818,In Progress
CL_4665,08-07-2025,KX-361475,Completed
CL_4666,29-08-2025,UV-69820,Pending
CL_4667,22-01-2025,OX-4002,In Progress
CL_4668,08-06-2025,VK-421001,Rejected
CL_4669,13-01-2025,MS-1698,Completed
CL_4670,16-04-2025,KP-581994,Rejected
CL_4671,12-07-2025,PJ-74540,In Progress
CL_4672,21-11-2024,TJ-2109,Pending
CL_4673,24-07-2025,RA-94199,Rejected
CL_4674,08-10-2024,YH-5185,In Progress
CL_4675,10-09-2025,ZH-355614,Pending
CL_4676,28-01-2025,QJ-6893,Completed
CL_4677,08-02-2025,FD-9277,Rejected
CL_4678,21-06-2025,XE-374811,Completed
CL_4679,01-11-2024,JB-584616,In Progress
CL_4680,21-03-2025,KS-0309,Rejected
CL_4681,11-12-2024,II-179526,Completed
CL_4682,29-12-2024,JC-2857,Rejected
CL_4683,02-09-2025,WD-355319,Completed
CL_4684,31-05-2025,VE-523171,Pending
CL_4685,28-12-2024,DP-49172,Pending
CL_4686,24-06-2025,RQ-78679,Completed
CL_4687,17-06-2025,TT-2541,Pending
CL_4688,09-02-2025,ML-2812,Completed
CL_4689,15-01-2025,KO-943649,In Progress
CL_4690,28-05-2025,ND-4542,In Progress
CL_4691,03-10-2024,CT-82712,In Progress
CL_4692,13-11-2024,UB-1753,In Progress
CL_4693,31-10-2024,PJ-89073,Rejected
CL_4694,10-03-2025,FZ-8392,Completed
CL_4695,16-04-2025,RA-500606,In Progress
CL_4696,15-06-2025,YH-519214,Pending
CL_4697,09-10-2024,IP-5959,Pending
CL_4698,23-05-2025,BS-856759,Completed
CL_4699,14-08-2025,EE-06498,In Progress
CL_4700,04-08-2025,ZX-350407,Completed
CL_4701,29-10-2024,ZZ-53031,Completed
CL_4702,18-10-2024,AY-1734,In Progress
CL_4703,04-01-2025,XM-70103,Completed
CL_4704,27-02-2025,WV-992030,Rejected
CL_4705,09-06-2025,FG-22329,Pending
CL_4706,07-05-2025,NG-131716,In Progress
CL_4707,30-12-2024,BH-08036,Pending
CL_4708,15-03-2025,ZF-253256,Rejected
CL_4709,23-01-2025,YF-7914,Completed
CL_4710,22-02-2025,CN-471554,Completed
CL_4711,17-11-2024,SU-668149,Rejected
CL_4712,18-04-2025,DO-681733,Pending
CL_4713,18-02-2025,XC-23896,Completed
CL_4714,03-08-2025,PL-705171,Rejected
CL_4715,24-08-2025,BR-7773,Completed
CL_4716,17-06-2025,IO-02245,Rejected
CL_4717,18-02-2025,TQ-16189,Completed
CL_4718,12-07-2025,CJ-07058,Completed
CL_4719,29-06-2025,HW-411746,Completed
CL_4720,05-04-2025,FA-63812,Completed
CL_4721,01-03-2025,PN-61552,In Progress
CL_4722,29-06-2025,FH-93279,Completed
CL_4723,27-04-2025,KB-5050,In Progress
CL_4724,14-12-2024,VT-10016,Rejected
CL_4725,20-05-2025,DE-01366,Pending
CL_4726,26-02-2025,JC-47451,Completed
CL_4727,11-01-2025,QW-283730,Completed
CL_4728,11-05-2025,WD-2343,In Progress
CL_4729,04-07-2025,SI-320717,Pending
CL_4730,22-11-2024,KP-23252,Rejected
CL_4731,23-06-2025,HF-38399,Completed
CL_4732,24-11-2024,KG-8995,Pending
CL_4733,05-09-2025,DP-75971,In Progress
CL_4734,05-07-2025,GL-73252,In Progress
CL_4735,19-01-2025,XH-82698,Rejected
CL_4736,31-01-2025,HL-61666,Rejected
CL_4737,21-04-2025,FC-9827,Completed
CL_4738,17-03-2025,PM-91471,Pending
CL_4739,31-10-2024,VF-614402,Completed
CL_4740,01-11-2024,OQ-117170,Rejected
CL_4741,21-05-2025,HF-936538,In Progress
CL_4742,02-12-2024,BT-3247,Pending
CL_4743,15-03-2025,GP-255689,Rejected
CL_4744,12-01-2025,GU-4141,Pending
CL_4745,19-01-2025,BY-2460,Rejected
CL_4746,13-02-2025,GJ-03281,Pending
CL_4747,06-09-2025,GZ-992421,Rejected
CL_4748,12-10-2024,XB-838183,In Progress
CL_4749,22-05-2025,FD-424111,Rejected
CL_4750,04-03-2025,RF-9990,Pending
CL_4751,16-05-2025,FX-9065,Pending
CL_4752,24-04-2025,SQ-795295,Completed
CL_4753,19-04-2025,CC-792940,Completed
CL_4754,30-07-2025,FR-143478,Pending
CL_4755,09-05-2025,XM-238737,Completed
CL_4756,03-01-2025,ZW-355444,In Progress
CL_4757,08-10-2024,WV-04566,Rejected
CL_4758,27-04-2025,JI-293022,In Progress
CL_4759,25-01-2025,CH-1571,Rejected
CL_4760,15-04-2025,MD-015983,Rejected
CL_4761,03-08-2025,KY-07314,Completed
CL_4762,02-09-2025,MK-00433,Completed
CL_4763,29-05-2025,QM-7515,In Progress
CL_4764,13-03-2025,HH-225688,In Progress
CL_4765,03-09-2025,KN-1708,Rejected
CL_4766,03-07-2025,RG-3583,In Progress
CL_4767,31-07-2025,QT-6538,In Progress
CL_4768,12-03-2025,NF-17387,Pending
CL_4769,14-04-2025,BU-209790,Completed
CL_4770,18-10-2024,VM-6257,Rejected
CL_4771,12-05-2025,HH-082377,Pending
CL_4772,02-02-2025,KI-13867,Pending
CL_4773,14-04-2025,IT-1576,Completed
CL_4774,22-01-2025,ZN-2942,In Progress
CL_4775,15-01-2025,QG-636787,Rejected
CL_4776,26-05-2025,HA-760007,Pending
CL_4777,03-10-2024,ZZ-1807,Pending
CL_4778,05-09-2025,MM-02286,Pending
CL_4779,02-01-2025,SY-707310,Completed
CL_4780,06-09-2025,EN-1219,In Progress
CL_4781,24-09-2024,KG-599706,Completed
CL_4782,10-10-2024,NZ-46524,Completed
CL_4783,17-06-2025,PK-893773,Pending
CL_4784,16-08-2025,ZF-74519,In Progress
CL_4785,23-06-2025,LY-13076,In Progress
CL_4786,13-09-2025,SI-503278,Pending
CL_4787,02-09-2025,IX-9151,Pending
CL_4788,11-11-2024,EN-497952,Pending
CL_4789,23-02-2025,QU-3467,Pending
CL_4790,23-07-2025,PQ-996386,Rejected
CL_4791,24-08-2025,YW-66745,In Progress
CL_4792,12-03-2025,DU-42279,In Progress
CL_4793,13-01-2025,BQ-33564,Rejected
CL_4794,20-10-2024,MD-95404,In Progress
CL_4795,23-08-2025,DN-311093,Pending
CL_4796,01-04-2025,UC-39100,Rejected
CL_4797,22-04-2025,XU-654639,Rejected
CL_4798,18-06-2025,LK-81439,In Progress
CL_4799,23-02-2025,YJ-7785,Completed
CL_4800,06-12-2024,CP-1778,Rejected
CL_4801,22-11-2024,GV-82357,Pending
CL_4802,30-06-2025,GR-135497,In Progress
CL_4803,31-01-2025,MY-6591,Completed
CL_4804,28-02-2025,UG-645406,Pending
CL_4805,02-06-2025,XI-397314,Rejected
CL_4806,02-01-2025,ME-86588,In Progress
CL_4807,18-11-2024,MW-975923,Completed
CL_4808,01-11-2024,YF-506499,In Progress
CL_4809,24-05-2025,FX-8453,Pending
CL_4810,16-09-2025,IP-35862,Pending
CL_4811,31-07-2025,DB-36299,Completed
CL_4812,02-11-2024,HL-2874,In Progress
CL_4813,21-06-2025,UX-4639,Completed
CL_4814,19-04-2025,WY-9634,Pending
CL_4815,28-11-2024,YQ-565405,In Progress
CL_4816,28-04-2025,DX-572029,Rejected
CL_4817,25-09-2024,TT-9766,In Progress
CL_4818,06-01-2025,UZ-57156,In Progress
CL_4819,05-08-2025,EA-742482,In Progress
CL_4820,17-03-2025,WP-9087,Pending
CL_4821,08-10-2024,VI-8835,In Progress
CL_4822,04-05-2025,UI-576305,In Progress
CL_4823,24-03-2025,KU-6278,Completed
CL_4824,02-07-2025,FV-147776,Rejected
CL_4825,18-11-2024,IK-954673,Completed
CL_4826,03-04-2025,TB-847372,Rejected
CL_4827,03-06-2025,MF-7978,Completed
CL_4828,08-03-2025,SW-20567,Rejected
CL_4829,22-01-2025,BS-96638,Rejected
